Text,clean_text,sentiment
Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,bonding with friends over the latest kpop sensation fangirling at its finest ,positive
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,spent hours perfecting a chemistry experiment mixing potions like a wizard ,positive
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,successfully organized a surprise birthday party for a friend party planning expert mode achieved ,positive
"Joined the drama club to unleash my inner actor. Lights, camera, action! ",joined the drama club to unleash my inner actor lights camera action ,neutral
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,got my hands on the latest fantasy novel diving into realms of magic and adventure ,positive
Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,mastering the art of the perfect doodle during boring classes doodles a ,positive
Attempting to break the school record for the longest handstand. Wish me luck! ,attempting to break the school record for the longest handstand wish me luck ,positive
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill ,positive
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,hosting a sleepover with friends this weekend preparing for a night of laughter and memories ,positive
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed ,negative
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,accidentally liked my crushs old photo while stalking their profile awkward level maximum ,negative
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent ,positive
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,mastered the art of creating paper airplanes during lecture paper planes soaring to new heights ,positive
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,trying to set a new trend by juggling textbooks between classes academic juggling a unique skill ,neutral
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,hiding a snack stash in my backpack for emergency cravings snack ninja mode activated ,negative
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,planning a surprise scavenger hunt for friends anticipating the thrill and excitement ,positive
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing ,positive
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,accidentally sent a text meant for a friend to the class group chat texting fail oops moment ,negative
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,tried a magic trick to impress classmates magic fail where did that rabbit go ,negative
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,perfecting the art of creating origami during a dull lecture origami mastery a ,positive
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed ,neutral
Creating a secret handshake with friends. Friendship level: Expert! ,creating a secret handshake with friends friendship level expert ,positive
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,embarking on a mission to find the best burger joint in town burger connoisseur reporting for duty ,positive
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,practicing a standup comedy routine for the upcoming talent show comedy gig in the making ,positive
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,accidentally sent a love letter to the wrong person love note fail maximum embarrassment ,negative
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,attempting to impress the teacher with an elaborate science experiment science geek mode activated ,positive
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,crafting intricate friendship bracelets for the whole squad friendship level expert weaver ,positive
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,attempting to beat the record for the most consecutive cartwheels cartwheel challenge underway ,positive
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,organizing a movie marathon with friends popcorn and cinematic adventures await ,positive
Experimenting with a new hair color. A bold change for a bold semester! ,experimenting with a new hair color a bold change for a bold semester ,positive
Building a time capsule to capture memories for the future. Time-traveling emotions! ,building a time capsule to capture memories for the future timetraveling emotions ,neutral
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,accidentally walked into the wrong classroom on the first day classroom mixup awkward start ,negative
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,trying out a new smoothie recipe for a healthy start to the week smoothie enthusiast level up ,positive
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,reflecting on the challenges of the school year feeling a bit overwhelmed with assignments ,positive
Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,encountered some meanspirited comments online dealing with online hate is never easy ,negative
Had a bad day at school. Everything seems to be going wrong. ,had a bad day at school everything seems to be going wrong ,negative
Feeling down after not making the sports team. Disappointment lingers. ,feeling down after not making the sports team disappointment lingers ,negative
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,witnessed a heated argument in the cafeteria unpleasant atmosphere at lunch ,negative
Received a not-so-great grade on a major project. Academic frustration setting in. ,received a notsogreat grade on a major project academic frustration setting in ,negative
Dealing with a personal setback. Sometimes life throws unexpected challenges. ,dealing with a personal setback sometimes life throws unexpected challenges ,positive
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,feeling lonely on a saturday night sometimes solitude hits harder than expected ,negative
Experiencing cyberbullying. Hateful messages online are disheartening. ,experiencing cyberbullying hateful messages online are disheartening ,negative
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,caught in a torrential rainstorm without an umbrella todays weather is just bad luck ,negative
Missing an important event due to unforeseen circumstances. A day filled with sadness. ,missing an important event due to unforeseen circumstances a day filled with sadness ,negative
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,dealing with unfounded rumors circulating about personal life rumors can be hurtful ,negative
Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,got a flat tire on the way to an important meeting talk about a series of bad events ,negative
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,feeling a sense of emptiness after a close friend moves away farewells are always sad ,negative
Facing rejection from a dream college. Disheartened but determined to explore other paths. ,facing rejection from a dream college disheartened but determined to explore other paths ,positive
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,encountering online toxicity during a gaming session hateful comments can ruin the fun ,negative
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,having a bad hair day and feeling selfconscious bad hair days can affect confidence ,negative
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,feeling a sense of despair after a major project failure hard work didnt pay off this time ,negative
Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,experiencing hate comments for expressing personal opinions online negativity prevails ,negative
Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,having a string of bad luck with constant technology malfunctions tech troubles galore ,negative
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,missing out on a longanticipated event due to unexpected circumstances a day filled with sadness ,negative
Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,trying out a new study technique for upcoming exams exploring different learning strategies ,neutral
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,organizing a community cleanup event for a cleaner neighborhood promoting environmental awareness ,positive
Sharing favorite book recommendations with classmates. Building a mini book club. ,sharing favorite book recommendations with classmates building a mini book club ,positive
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,experimenting with a new recipe for a school bake sale baking adventures in the kitchen ,positive
Collaborating on a school project with peers. Teamwork makes the dream work. ,collaborating on a school project with peers teamwork makes the dream work ,positive
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,attending a school club meeting to explore new interests dabbling in extracurricular activities ,positive
Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,exploring a new parttime job opportunity for gaining work experience career development in progress ,positive
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,attending a school assembly to stay informed about upcoming events and announcements staying connected with school activities ,neutral
Exploring a new hobby of photography during free time. Capturing moments through a lens. ,exploring a new hobby of photography during free time capturing moments through a lens ,positive
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,participating in a science fair to showcase a unique experiment sharing knowledge with peers ,positive
Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,attending a workshop on time management to enhance organizational skills striving for efficiency ,positive
Volunteering at a local charity event to give back to the community. Contributing to social causes. ,volunteering at a local charity event to give back to the community contributing to social causes ,positive
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,collaborating on a group project to promote teamwork and shared responsibilities group effort in action ,positive
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,participating in a debate club to enhance critical thinking and communication skills intellectual engagement in progress ,positive
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,celebrating a friends birthday with a surprise party joyful moments and laughter all around ,positive
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,successfully completing a challenging coding project excitement for overcoming coding hurdles ,positive
Attending a school talent show to support classmates. Applauding the diverse talents on display! ,attending a school talent show to support classmates applauding the diverse talents on display ,positive
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",exploring a new hiking trail with friends over the weekend nature laughter and good vibes ,positive
Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,winning a friendly sports competition against rival schools victory celebrations in full swing ,positive
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,receiving a heartfelt letter from a pen pal in another country connecting across the globe ,positive
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,creating a beautiful mural with fellow art enthusiasts the power of collaboration and creativity ,positive
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,participating in a schoolwide art exhibition witnessing creativity and spreading positive vibes ,positive
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! ,achieving a personal best in a track and field competition the thrill of victory and selfimprovement ,positive
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,collaborating on a science project that received recognition at a regional fair science triumphs and smiles ,positive
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",attending a surprise birthday party organized by friends surrounded by love laughter and good company ,positive
Successfully fundraising for a school charity initiative. The joy of giving back to the community! ,successfully fundraising for a school charity initiative the joy of giving back to the community ,positive
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",participating in a multicultural festival celebrating diversity with music dance and delicious food ,positive
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",organizing a virtual talent show during challenging times bringing smiles to classmates faces ,positive
